UniqueID,Keyword
23EQ9EQWZL_CGPU73Y1BKYOM5R,Argentina|Brics|China|Javier Milei|geopolitical alignment|United States|Israel|Alberto Fernandez|Belt and Road Initiative|Beijing Winter Olympics|Josef Gregory Mahoney|East China Normal University|economic crisis|Zhang Chi|University of St Andrews|US-led world order|Xi Jinping|South America|Donald Trump|Pangoal Institution
26NV4MDP3G_56123DWUU9HCJRK,US Secretary of State Antony Blinken|Greece|diplomatic mission|Israel’s war against Hamas|Turkey|regional conflagration|international criticism|Israeli military operation|Turkish President Recep Tayyip Erdogan|Foreign Minister Hakan Fidan|humanitarian aid deliveries to Gaza|reconstruction and governance of post-war Gaza|Prime Minister Kyriakos Mitsotakis|Gaza war|Turkish participation in a proposed multi-national force
275SKH8J9U_IYLZZ387VK9RO6Z,PORTLAND|Ore|KOIN|philanthropy magazine|Nike|Phil Knight|top donations|2023|historically Black neighborhood|Chronicle of Philanthropy|nonprofit organizations|charitable donations|Multnomah County Board|treatment center|Berkshire Hathaway|Warren Buffett|Susan Thompson Buffett Foundation|James Simons|Renaissance Technologies|Simons Foundation|Stony Brook University|Albina neighborhood|Knight Foundation|Ross Brown|California Institute of Technology
28UXYUDL5I_SNK25HDNWZB1PT7,death toll|Solomianskyi district|Russian strike|Kyiv|2 January|Vitali Klitschko|mayor of Kyiv|Telegram|Prosecutor General’s Office of Ukraine|State Emergency Service of Ukraine|casualties|missile wreckage|victims|emergency services|large missile attack
2L7E6KHDBY_SNRBKGY48XZLD7M,senior Hamas official|killed|strike|Lebanon’s capital city|Israel|high alert|conflict|region|bombing|Saleh al-Arouri|deputy chief|political bureau|Palestinian militant group|Beirut|State Department|terrorist|Hezbollah|Israeli targeting|allied militant leaders|Rear Adm. Daniel Hagari|high readiness|The Associated Press|The Hill
2OZV2Y8PYL_9BBQVBY8VMXMN7X,1|600 years ago|Roman empire|Italy|Emperor Constantine|religious holiday|rescript|monumental discovery|Saint Louis University|Roman temple|Douglas Boin|Spello|324 A.D. and 337 A.D.|Imperial Cult|Harvard Divinity School|Julius Caesar|underground imaging|temple ruins|Christian rulers|social change|cultural change|excavation|Rome
31P84A6YA7_QC5GWHG525009T7,South Korea|North Korea|artillery shells|sea boundary|military action|provocation|Joint Chiefs of Staff|Associated Press|Kim Yo Jung|Kim Jong Un|Korean People's Army|blasting powder|state media KCNA|Demilitarized Zone|missile tests
32A2J6ZQ41_4TE97TQVCSODPNI,White House|industry representatives|venture capital|technology|defense sectors|arming Ukraine|weapons systems|U.S. National Security Advisor|Jake Sullivan|National Security Council|Fortem Aerospace|Palantir Technologies|Skydio|unmanned aerial systems|demining challenge|Jon Finer|Congress|supplemental funding|President Joe Biden|Lieutenant General Serhii Naiev|Russia|technology capacities|Kyiv Independent
32HVNF1HZO_BS8RCGHLMKNNR9R,Hamas leader|Saleh al-Arouri|drone strike|Beirut|Iran|Hamas|Israel|Matthew Levitt|Washington Institute for Near East Policy|Hezbollah|Sayyed Hassan Nasrallah|Benjamin Netanyahu|CIA|Colin Clarke|Soufan Center
35824DHF08_T5CPTNZNNZSOXA0,Marie-Agnes Strack-Zimmermann|Bundestag's Defence Committee|Free Democratic Party|weapons supply|Ukraine|Russian missile attack|European partners|Taurus missiles|European F-16 coalition|Russian air superiority|Sara Nanni|German The Greens party|German support|large-scale missile attack|Armed Forces of Ukraine
35KUCTZ5JO_GSZ170HIQUXCJZ9,SAN DIEGO|Homebuying|American dream|young adults|California|first-time homebuyers|Golden State|University of California| Berkeley|homeownership ladder|later life experience|homeownership gap|financial ability|median U.S. home values|household incomes|cost of living|decline in homeownership|Black and Hispanic residents|discriminatory policies|housing price growth|Decennial Census|American Community Survey|Survey of Income and Program Participation|Terner Center for Housing Innovation|UC Berkeley|FOX 5 San Diego
37ITCHOXWO_G1ATPZYKM50ZD11,Ukraine's Ministry of Culture and Information Policy|MCIP|Ukrainian cultural monuments|Russia's full-scale invasion|cultural heritage sites|damaged|destroyed|monuments of national significance|local significance|architectural monuments|urban planning objects|historic sites|architecture and history monuments|monumental art objects|archaeological sites|historic artifacts|landscape art|Kharkiv Oblast|Odesa Oblast|Donetsk Oblast|Kherson Oblast|Chernihiv Oblast|Kyiv Oblast|Zaporizhzhia Oblast|Lviv Oblast|Dnipropetrovsk Oblast|Luhansk Oblast|Sumy Oblast|Mykolaiv Oblast|Khmelnytskyi Oblast|Vinnytsia Oblast|Poltava Oblast|Zhytomyr Oblast|Kirovohrad Oblast|Kateryna Chuieva|war zones|UNESCO|damaged cultural sites in Ukraine
3HS5PREI90_AUMDSJSABMNVSII,Alaska and United airlines|Boeing 737 Max 9 jets|door plugs|loose hardware|National Transportation Safety Board|Alaska Airlines Flight 1282|Portland International Airport|Ontario|explosive decompression|Jennifer Homendy|rudder-control system|David Calhoun|cockpit voice recorder|Federal Aviation Administration|European Union Aviation Safety Agency
3J1730M92F_3LG2C4VRHIR8CD3,Ukrainian Foreign Minister Dmytro Kuleba|Jan 3|NATO alliance|Ukraine's request|extraordinary meeting|NATO-Ukraine Council|Russia's recent wave of massive air strikes|strengthening Ukraine’s air defense|Euro-Atlantic unity|escalation of Russian terror|national military chiefs of staff|Russia fired 158 missiles and drones at Ukraine|civilian targets|Kyiv| Odesa| Kharkiv| Zaporizhzhia| and Lviv|large-scale attack
3OZYQ6LM35_RFULL5ZSVWBOJ4C,six explosions|Khmelnytskyi Oblast|missile attack|Ukraine|Russians|Khmelnytskyi Oblast Military Administration|Ruscists|Emergency and rescue services|air defence|infrastructure facilities|State Emergency Service|civilian population|Ukraine’s Air Force|air-raid warning|cruise missiles
3PSLVUTL0Y_G79OFQ663HL7NNT,Taiwan|national emergency alert|China|satellite|presidential election|security worries|Lai Ching-te|cross-strait ties|Einstein Probe satellite|astronomical data|air raid alert|missile flyover|defence ministry|Foreign Minister Joseph Wu|debris|grey zone activities|Beijing|intimidation|Democratic Progressive Party|independent|Chinese balloons|incursions|political and military intimidation|economic means|cognitive warfare|disinformation|Hong Kong|national security law|protests|sovereignty|deterrence|defence policy|aggressor|Tibet|Xinjiang|Hou Yu-ih|Kuomintang|cross-strait relations
3PWZOD37UQ_J8ER65ZLKKOZ4J2,Russia| 'Ukraine| 'prisoner exchange| 'war| 'soldiers| 'civilians| 'Moscow| 'Kyiv| 'United Arab Emirates| 'Russian barrages| 'Ukrainian Main Directorate of Intelligence| 'Volodymyr Zelenskyy| 'Mariupol| 'Azovstal steel plant| 'Chernobyl nuclear power plant| 'defense ministry| 'negotiations| 'UAE mediation| 'Russian captivity| 'Business Insider
3Q08RXGYEG_E64EZF4ICYD9J0V,Israel-Hamas conflict|Maersk|Red Sea|Gulf of Aden|Houthi militants|Yemen|Suez Canal|Europe and Asia|cargo movement|Hapag-Lloyd|shipping lane|drone and missile assaults|U.S. Central Command|Palestinians|Gaza|Hamas military wing|Israeli drone strike|Lebanon|global terrorist|World War III against Iran and radical Islam|U.N.'s International Court of Justice|South Africa|genocide|Hamas intelligence and control stronghold|Gaza City|Mizrachi Outpost|human shields
3SAKOVAATF_B4U4B3XPDF2ES7Z,Ukraine|unlawfully displaced|Ukrainian|Oleksandr Naumkin|Russia|rehabilitation|Polyany boarding house|Moscow Oblast|Group 31|Daria Kasianova|Ukrainian Child Rights Network|Ministry of Reintegration of Temporarily Occupied Territories|Kateryna Bobrovska|Children of War|Russian state care institutions|Uprooted|Donetsk|Svitlana Maiboroda|sanctions list|Bohdan Yermokhin|Kyiv Independent
3TASBSSM6N_BH4BDQ7YVK9AY95,U.S. and Chinese military officers| 'resumed talks| 'Nancy Pelosi| 'Taiwan| 'summer of 2022| 'Defense Secretary Lloyd Austin| 'Chinese Defense Minister Dong Jun| 'prostate cancer treatment| 'sanctions| 'Russian weapons| 'Gen. CQ Brown Jr.| 'Joint Chiefs of Staff| 'Gen. Liu Zhenli| 'One China policy| 'Taiwan Relations Act| 'President Joe Biden| 'Chinese President Xi Jinping| 'reunification with Taiwan| 'Pelosi's 2022 visit to Taiwan| 'Pentagon| 'military-to-military communications
3VYQP2ZCXT_ZE0INOHFK35JI4G,California K-12 schools|graduation rates|absenteeism|academic improvements|2023 School Dashboard|California Department of Education|color-coded system|student achievement|test scores|suspension rates|English learners|career readiness|Los Angeles Unified|Monterey County|attendance efforts|Policy Analysis for California Education|differentiated assistance|Smarter Balanced test scores|English language arts|math|State Superintendent of Public Instruction Tony Thurmond|K-12 education investments|school closures|equity gaps|University of California|California State University|Superintendent Alberto Carvalho|San Francisco Unified|chronic absenteeism rate|Superintendent Matt Wayne|English learners|Martha Hernandez|Californians Together|achievement gap|higher expectations
3WD57QVW1P_X0XM6YR4R63SDDB,Alachua County Sheriff's Office|shooting|Gainesville hotel|La Quinta Inn|suspect|local hospital|life-threatening injuries|Florida lawmaker|panhandling|well-being check|hotel guest|deadbolt|Alachua County Fire Rescue|gun holster|handgun|Florida Department of Law Enforcement|ACSO of Professional Standards|administrative leave|The Gainesville Sun
3XPDSABR1V_A09LLFAM2T8S3JQ,Federal Aviation Administration|Boeing 737 MAX 9|grounding order|Alaska Airlines Flight 1282|plane blowing out mid-flight|150 planes globally|United States|Alaska Airlines|65 737 MAX 9 planes|restricted from flying|warning light|United Airlines|79 Boeing 737 MAX 9 aircrafts|loose bolts|door plug|200 MAX 9 flights cancelled|significant cancellations|WFLA
49KI78GBIQ_JLPJP2GJ87KBTS1,South Korea|exports|US|China|Bloomberg|$11.3 billion|$10.9 billion|trade flows|geopolitical landscape|economic hurdles|pandemic|trading partner|Beijing|stimulus measures|Conference Board|monetary and fiscal measures|infrastructure|flood recovery|disaster prevention|growth|President Yoon Suk Yeol|Biden Administration|dependency|business and technology|semiconductors|chip production|AI|smartphones|Business Insider
4ND064F2XG_PYN5VASIQCW4F3I,Russia|drone attack|Ukraine|Shahed drones|Odesa region|Kharkiv|Kherson|Zaporizhzhia|air defense force|Defense Forces|anti-aircraft missile units|Air Force|Cape Chauda|Balaklava-Crimea|Kursk|Primorsko-Akhtarsk-Russian Federation|anti-radar missiles|Russian cruise missile|residential areas|Oleg Kiper|port infrastructure|The Kyiv Independent|Russian shelling|Vladimir Putin|invasion of Ukraine|Donetsk region
4PVO6FD59Y_CF9S09EXU0GYFD1,SEOUL|Reuters|North Korean leader|Kim Jong Un|sympathy|leaders of Iran and Japan|state media|bombings and earthquake|Islamic State|Japanese Prime Minister Fumio Kishida|Iranian President Ebrahim Raisi|North Korea's stand|opposing all sorts of terrorism|KCNA|South Korea
4QB7WHJ8GH_KIPTQX7SSLQ9SBC,Israeli soldiers|Gaza Strip|military|explosion|Hamas militants|rockets|al-Bureij refugee district|coastal strip|Jerusalem Post|technical error|explosive device|Israeli ground offensive|military figures|October 7 attacks|airstrikes
4RNAEPTJ53_YCL2RDR3DDKL3QC,Poland|protect|airspace|Russian missile attack|Ukraine|Jan. 8|Operational Command|Polish Armed Forces|increased activity|Russian long-range aviation|missile strikes|safety of Polish airspace|Valerii Zaluzhnyi|massive attack|air strikes
4VBUEHEYK1_CFYNJZT7XVMSYKK,Fulton County|Georgia|prosecutor|District Attorney|Fani Willis|improper romantic relationship|Biden White House|investigate|President Trump|election interference|court documents|special prosecutor|Nathan Wade|financial benefit|Law Offices of Nathan J. Wade|Fulton County District Attorney’s Office|White House Counsel|Sen. Marsha Blackburn|R-Tenn.|taxpayer dime|Biden White House|political prosecutions|President Trump|MAGA Inc.|Karoline Leavitt|Fulton County records|legal fees|Michael Roman|co-defendant|charges dismissed|personal relationship|district attorney's office|2020 presidential election|Georgia RICO Act|criminal solicitation|criminal conspiracy|filing false documents|making false statements|racketeering charge|felony counts.
568TC4JMWB_TXET8RJM6HR6QGP,23-year-old pilot|Vladyslav Zalistovskyi|Blue Helmet|defending Ukraine|Russian forces|114th Tactical Aviation Brigade|Ukrainian Air Force|Malyn| Zhytomyr Oblast|Kharkiv Ivan Kozhedub National Air Force University|MiG-29 fighter jet|Air Fighter|Lviv Memorial Complex|military burials|Yevheniia Nesterenko|Maksym Kryvtsov|Dali|Poems from the Trenches|PEN Ukraine|Zelenskyy|Lviv cemetery|The New Voice of Ukraine
57TJ2XVEQT_YPCBKMI1XWKQM49,
5BT5GWXW49_WCUIXQFNQQVIQIQ,15-year-old teenager|killed|Odesa|massive attack|southern Ukrainian city|Russian kamikaze drones|Jan. 1|Odesa Oblast Military Administration|Oleh Kiper|residential areas|high-rise apartment buildings|private houses|outbuildings|damaged|debris|downed drones|port terminals|air raid alert|air defense forces|national landmarks|Lviv Oblast|museum of OUN-UPA commander|Roman Shukhevych|university in Dubliany|Stepan Bandera|drone attack|Khmelnytskyi Oblast|The New Voice of Ukraine
5CA949MJFK_UXZT5BOD65ZCJ8U,Key developments|Jan. 5|Military intelligence|cross-border raid|Russian positions|Belgorod Oblast|Armed Forces|Russian arsenals|occupied Crimea|Russia attacked|Kharkiv Oblast|foreign-made missiles|Russian attacks|front-line power plant|Ukrainian forces|HUR|Free Russia Legion|Russian Volunteer Corps|Gayvoron district|Belgorod|incursions|Ukrainian media outlets|Ukrainian forces|Belgorod|Russian air defense|Kyiv Independent|Pervomaiske|Russian-occupied Crimea|Ukraine’s Armed Forces|Russian logistics|southern defenses|Kherson Oblast|Russian Defense Ministry|Ukrainian missiles|Russian military command post|Sevastopol|Russia’s Black Sea fleet|Novorossiysk|Russian Defense Ministry|Ukrainian drones|Krasnodar region|Ukrainian missile strike|Novocherkassk|Feodosia|Black Sea fleet|cruiser Moskva|Kharkiv Oblast Governor|Oleh Syniehubov|White House|ballistic missiles|North Korea|Ukraine’s Air Force|ArmyInform|Defense Ministry's news agency|Zaporizhzhia Oblast|Iskander ballistic missiles|DTEK|Ukraine's energy infrastructure|Russian strike
5GUP2HI87Q_DLHOEV82GPK3MUB,China|sanctions|Western defence firms|US arms sales|Taiwan|presidential and parliamentary elections|tension|Beijing|Washington|US State Department|tactical information systems|Chinese Foreign Ministry|BAE Systems Land and Armament|Alliant Techsystems Operation|AeroVironment|ViaSat|Data Link Solutions|assets|ban|US embassy|pressure|elections|Chinese President Xi Jinping|reunified|breakaway province|constitution|democratically elected leaders
5RUYFSF1UA_KXSALCCCRUHTC3L,CHANIA|Greece|U.S. Secretary of State|Antony Blinken|Turkey|postwar Gaza|Israel-Hamas conflict|Mideast mission|Lebanon|northern Israel|Red Sea|Iraq|Recep Tayyip Erdogan|Hakan Fidan|Istanbul|Iran|humanitarian aid|Crete|Kyriakos Mitsotakis|Jordan|Qatar|United Arab Emirates|Saudi Arabia|Israel|West Bank|Egypt|Palestinian state|Benjamin Netanyahu|Amman|Hezbollah|Yemen|Houthi rebels|NATO|Sweden|Russia|Ukraine|F-16 fighter jets
627JDB87B9_SQ6D2ASEK65ERWY,Russia|Ukraine|prisoners of war|invasion|February 2022|Ukrainian authorities|Russian servicemen|United Arab Emirates|UAE|Dmytro Lubinets|Snake Island|Mariupol|Vladimir Putin|Belgorod|Vyacheslav Gladkov|Tochka-U missiles|Vilkha rockets
64LJO65WQ4_45K3U698HX2N9LG,China|Myanmar|artillery shells|battles|ruling junta|rebel groups|foreign ministry spokesperson|Wang Wenbin|ceasefire|Nansan|Global Times newspaper|Zhenkang|Yunnan|Laukkai|Kokang|security risks|Shan state|Yunnan|United Nations|displaced people
6KYJFLPQUZ_ZAB8EYMG7GOX2ZL,Florida| 'prescription drugs| 'import| 'Canada| 'U.S. Food and Drug Administration| 'Medicaid recipients| 'Florida Department of Children and Families| 'Florida Agency for Persons with Disabilities| 'Florida Department of Corrections| 'cost savings| 'FDA approval| 'drug importation| 'Medicare| 'Inflation Reduction Act| 'drug prices| 'President Donald Trump| 'President Joe Biden| 'Gov. Ron DeSantis| 'Pharmaceutical Research and Manufacturers of America| 'Public Health Agency of Canada
6PRO81207I_DG7LH1OMMDNCEUN,Federal officials|Boeing 737 Max 9|grounding|inspected|Alaska Airlines|aircraft|maintenance work|emergency landing|oxygen masks|Portland International Airport|National Transportation Safety Board|Jennifer Homendy|depressurization|investigation|Ben Minicucci|FlightAware|Flight 1282|Ontario| California|FAA records|FlightRadar24|Anthony Brickhouse|Embry-Riddle Aeronautical University|Association of Flight Attendants|Sara Nelson|Max 8 jets|automated flight control system|anti-ice system|rudder-control system|Dallas|Juneau| Alaska|Terry Spencer|Fort Lauderdale| Florida|Audrey McAvoy|Honolulu| Hawaii
6VXGGHXR58_NQYJGDKKQA36KG5,Hezbollah|Seyyed Hassan Nasrallah|Israel|war|Lebanon|assassination|Hamas leader|Beirut|Iranian Gen. Qasem Soleimani|U.S. drone strike|Gaza war|Palestinian people|Saleh al-Arouri|Ezzedine al-Qassam Brigades|retaliation threats
6X4EKE2TNI_ECD7OUZQ7S1NXQB,Senior Chinese military officials|Washington|Defense Policy Coordination Talks|DPCT|American defense official|China|Taiwan|Chinese People’s Liberation Army|Taiwan Strait|Pentagon|Nancy Pelosi|President Joe Biden|Xi Jinping|Joint Chiefs of Staff Gen. CQ Brown|PLA Gen. Liu Zhenli|Beijing|Deputy Assistant Secretary of Defense for China| Taiwan and Mongolia Michael Chase|Major Gen. Song Yanchao|U.S.-China Military Maritime Consultative Agreement meetings|operational safety|war in Ukraine|North Korea|U.S. policy toward Taiwan
71GHH7KCZS_4QQCY7X50SX5VJC,JetBlue|flight|Fort Lauderdale|Boston|diverted|Orlando|disturbance|passengers|law enforcement|delay|Channel 9|Eyewitness News|video|Lakeland nurse|poisoning
7651JLPP5A_SMI7VR0K31EMFGZ,Igor Trifonov|convicted criminal|former head|Yekaterinburg branch|Russia's Interior Ministry|Ukraine|Russian state-controlled media|Kommersant|bribery and weapons charges|Russian military|Wagner mercenary group|recruit prisoners|U.K. Defense Ministry|Storm-Z units|Ukraine war
77U4ZGE7BF_03GC0FNWJ5VR736,Russians|launched|attack drones|south of Ukraine|3 January|Air Force|Ukrainian Armed Forces|Telegram|threat of attack|UAVs|Shahed drones|Mykolaiv Oblast|northwest|Odesa Oblast|Kirovohrad Oblast|Support UP|patron
7HK4XJYC3X_CR3M95WDSK6VYUS,China|import levies|coal|Russian exporters|world’s largest market|fuel|tariffs|Moscow’s invasion of Ukraine|global energy markets|China’s mining companies|Russia|coal to China|annual supply|Su Huipeng|China Coal Transport and Distribution Association|Australia|Indonesia|free trade pacts|Beijing|duties|most-favored nations|Russia|Mongolia|South Africa|US|thermal coal|steelmaking variety|preferential status|tax
7U1OI635MT_FDEDWPQQJDJ894W,China's spy agency|foreign consultancy|spying|Britain's MI6 intelligence service|Ministry of State Security|WeChat post|Secret Intelligence Service|intelligence cooperation relationship|Huang|foreign consulting agency|China-related intelligence|professional intelligence training|specialist spying equipment|criminal evidence|espionage activities|Trading allegations|national security|Official Secrets Act|state secrets|American citizen John Shing-wan Leung|US consultancy firm Capvision|national security and development interests|American consultancy| Bain|Mintz Group|investor confidence|foreign businesses in China
7V1LRY1SS8_WD9S0UE0JYJ1FP1,Scotland's prosecution service|Post Office Horizon IT system|BBC Scotland|Freedom of Information (FoI) request|Crown Office|Justice Secretary Angela Constance|MSPs|Scottish government|Crown Office and Procurator Fiscal Service (COPFS)|Post Office victims|Post Office workers prosecuted|convictions in Scotland|embezzlement|Peterhead Sheriff Court|appeal court|miscarriages of justice|Horizon system|Deputy Crown Agent Kenny Donnelly|Scots criminal law|Kenny MacAskill|Scotland's justice secretary|Lord Advocate|Glasgow Caledonian University|Dr Andrew Tickell|theft|embezzlement|faulty IT system|Holyrood|Scottish Criminal Cases Review Commission (SCCRC)|Paula Vennells|CBE
7WBZNJ9IBK_BWZR5RLIR8LCP34,Al Jazeera|Gaza|Israeli strike|Hamza al-Dahdouh|journalist|cameraman|drone|Mustafa Thuraya|freelance journalist|Wael al-Dahdouh|Middle East|Israeli air strike|Hisham Zaqout|Moraj area|Rafah|humanitarian zone|bombings|Samer Abu Daqqa|Israel-Hamas war|Committee for the Protection of Journalists|Israel Defense Forces
83N2IMLNKC_BL80J45CIQMIVCM,Taiwan|presidential election|Hong Kong|immigrants|Democratic Progressive Party|Beijing|civil liberties|autonomy|anti-government protests|citizenship|migration strategies|Taiwan Statebuilding Party|national security law|free speech|permanent residency|National Immigration Agency|People’s Republic of China|Communist Party|unification|Nationalist Party|Kuomintang|Taiwan People’s Party|dialogue with China|investment immigration scheme|pro-democracy movement|one country| two systems|public administration|National Chengchi University|immigration policies|electorate|legislative office|economic| political| and international relations expertise|Beijing’s pressure
8JYM1NFZTW_B2IHWHDREOKMMEF,
8OFT8HG99I_7G6EVADH18N9KCI,Ukrainians|New Year's Eve|celebrations|Kyiv|Russia's largest air attack|full-scale war|Ukrainian soldiers|President Volodymyr Zelensky|Ukrainian Armed Forces|civil society|Russian aggression|Shahed drones|air defense|Air Force|sovereignty|freedom|war in 2024|Kyiv Independent
8QBAWSMHNM_HC354ZZTFFSSAS4,SALT LAKE CITY|ABC4|Utah Dept. of Workforce Services|DWS|statewide virtual job fair|employers in Utah|Beehive State|Clearfield daycare|industries|government|healthcare|construction|education|transportation|automotive|e-commerce|digital floor plan|company profile|hiring representative|job offers|computer|smartphone|my Job Search|online workshops|Liz Carver|Workforce Development Division director|job openings|ABC4 Utah
8RECI3IWS6_0Z6KNSD6TGCYD5W,Türkiye|minehunters|Ukraine|UK|Black Sea|European Pravda|Turkish Presidential Office's Centre for Countering Disinformation|Turkish straits|Bosphorus|Dardanelles|Montreux Convention|warships|Russia|Turkish Disinformation Counteraction Centre|Maritime Capabilities Coalition|naval capabilities|Royal Navy Sandown-class minehunters|UP patron
8VUQH8PLE8_803MQU1OEFHBSYG,CENTERBURG| Ohio|WCMH|Knox County Sheriff’s Office|suspect|blind|robbery|Centerburg bank|man|cane|First Federal Bank|cash|Facebook post|handgun|waistband|northeast Columbus shooting|fled|scene|foot|alley|Subway|dark gray Jeep Latitude|temporary tags|Woman|permanently injuring|former Columbus basketball player|guilty|information|dispatch center|740-397-3333 extension one|Sheriff Jay Sheffer|NBC4|investigators|leads|latest news|weather|sports|streaming video|NBC4 WCMH-TV.
8ZXOO3XNP0_HNPNBJEAHVT2MLF,Cyril Gregory Buyanovsky|guilty|scheme|aircraft parts|Russia|plane safety incidents|sanctions|smuggling|spare parts|conspiracy|money laundering|Department of Justice|Vladimir Putin|Ukraine|KanRus Trading|avionics equipment|United Arab Emirates|FSB|Traffic Alert and Collision Avoidance System|forfeiture|Frankenstein fleet|Ural Airlines A320|hydraulics system|leased planes|BBC News|Business Insider
92TF2MGF5Z_O0KZDMBRY4Q86XJ,SACRAMENTO| Calif.|California Lt. Gov. Eleni Kounalakis|swatting|San Francisco|POLITICO|remove|Donald Trump|2024 ballot|Pacific Heights condominium|California Secretary of State Shirley Weber|Gov. Gavin Newsom|U.S. Supreme Court|political distraction|San Francisco Police|public information officer Eve Laokwansathitaya|Aleksandra Reetz|Colorado Supreme Court|Jan. 6 insurrection|Maine Secretary of State Shenna Bellows|Portland Press Herald|Boston Mayor Michelle Wu|Republican Rep. Majorie Taylor Greene|Sen. Rick Scott of Florida|law enforcement resources
972FCL7DYW_ARBENEH1SUV5UXJ,Ukraine|air defense|Russian Kh-59 guided missile|Dnipropetrovsk Oblast|East Air Command|air sirens|Ukrainian media Suspilne|drone strike|Kyiv Oblast|intercepted Russian drones|Shahed drone|Sumy Oblast|Kherson|Kharkiv Oblasts|full-scale invasion|Kyiv Independent
9DNTMU65R7_7W5RBHXQJLW0MC2,CNN|China|Chinese Communist Party|financial sector|crackdown|Tang Shuangning|China Everbright Group|Central Commission for Discipline Inspection|National Supervisory Commission|corruption|bribes|China Banking Regulatory Commission|Li Xiaopeng|China Evergrande New Energy Vehicle Group|Liu Yongzhuo|Bank of China|China Life Insurance|China Renaissance|Industrial and Commercial Bank of China
9ETNV0JEJZ_EUBF42EUAMK0DHF,NASA|lunar plans|United Arab Emirates|lunar Gateway space station|Artemis mission|Mohammed bin Rashid Space Centre|Crew and Science Airlock module|deep-space destinations|Mars|National Space Council|Vice President Kamala Harris|European Space Agency|Japan|Canada|Russia|Crew-6 mission|International Space Station|UAE astronaut Sultan AlNeyadi|Hazzaa Al-Mansoori|Soyuz capsule|Russian cosmonauts|UAE space program|Mars probe|commercial lunar lander|Earth observation satellites|Gateway|Artemis I flight|Artemis II|Artemis III|Apollo program|SpaceX|Starship|Super Heavy rocket|Axiom Space|deep-space spacesuits|Jim Free|Associate Administrator|Space Launch System rocket|Orion|Bill Nelson.
9R5PSE15AV_LD5Z1GZ66NVDKWD,Matthew Miller|US Department of State|media reports|American strategy|supporting Ukraine|resistance|Russia’s full-scale aggression|European Pravda|total victory|strongest negotiation position|The New York Times|Politico|defensive strategy|Congress|Russian President|Vladimir Putin|truce|illegally occupied Ukrainian territories
9VB98NPO9W_YYRFL1375BLMPOJ,Jan. 6 (UPI)| 'U.S. Secretary Antony Blinken| 'Middle Eastern diplomatic push| 'Turkish President Recep Tayyip Erdogan| 'Israel's war with Hamas| 'regional conflict| 'Turkish Foreign Minister Hakan Fidan| 'Istanbul's Vahdettin Mansion| 'Gaza humanitarian crisis| 'Sweden's NATO accession process| 'Israel and Hamas' Lebanese allies Hezbollah| 'Israel Defense Forces| 'Sheikh Saleh al-Arouri| 'Israeli drone strike| 'Hezbollah targets| 'U.S. State Department| 'Iran-backed Houthi rebels| 'future Palestinian state| 'European Union foreign affairs chief Josep Borrell| 'United Nations Interim Force in Lebanon
A0Y924FSFO_EQZGMJB1DCEFEEX,United States|additional sanctions|military assistance|ballistic missiles|Russia|North Korea|DPRK|Iran|John Kirby|US National Security Council|Strategic Communications|European Pravda|Moscow|Tehran|UN Security Council|Security Council resolutions|international obligations|arms transfers|White House|Western sanctions|Su-35 fighter jets|Mi-28 attack helicopters|Yak-130 trainer aircraft
A1L7XUJEFS_O6LVD12ZIT4AY9X,Russia|abducted|civilian Ukrainians|Ukraine|illegally held hostage|prisoners of war|Petro Yatsenko|press service|Coordination Headquarters for the Treatment of Prisoners of War|exchange|Russian civilians|special military operation|Russian propaganda|occupied territories|Russian servicemen|international pressure|hostages|International Committee of the Red Cross (ICRC)|Ukrainian prisoners of war|detention of prisoners|Russian captivity|August 2023
A2OJC78MR9_0AVQV62VS2QF117,Taiwan|presidential election|pro-Western|pro-China|candidates|China|aggression|Stuart Lau|Politico|Axel Springer|Xi Jinping|reunification|Beijing|Washington|microchips|William Lai|Democratic Progressive Party|Hou Yu-ih|Kuomintang party|Tsai Ing-wen
A35LX81MDN_PASUCQ9NQR0KYBS,Alaska Airlines|Boeing 737 Max 9|grounded|fuselage|emergency landing|Oregon|UK Civil Aviation Authority|Evan Smith|Diego Murillo|Elizabeth Lee|Jessica Montoia|Ben Minicucci|Ontario| California|US Federal Aviation Administration (FAA)|National Transportation Safety Board (NTSB)
A39F0IJBYM_JYX0SELA1WI5XC1,military mobilization draft legislation|Ukraine|conscription of women|lottery system|Yehor Cherniev|Parliamentary Committee on National Security| Defense| and Intelligence|security committee|bill|Russia's full-scale invasion|President Volodymyr Zelenskiy|draft law|draft evaders|Anti-Corruption Policy Committee|corruption risks|mobilization bill|proposed alterations|Zaluzhnyi|Umerov|new mobilization law|Kyiv Independent
A3X9MFOJGJ_S91C1XJJQDIDZ2N,Bangladesh Prime Minister|Sheikh Hasina|world’s longest serving female head of government|election boycotted|Awami League party|Election Commission|Bangladesh Nationalist Party|Muhammad Yunus|Dhaka|taka|Bloomberg|International Monetary Fund|economic development|BNP|US|Khaleda Zia|Human Rights Watch|Nobel winner Yunus|Sankalp Phartiyal|Karl Lester M. Yap|Bloomberg Businessweek
A65AX4HVPX_FS8YPQIQ3ZXJ66U,body|person killed|city of Kyiv|29 December|large-scale Russian missile attack|9 January|capital|Kyiv City Military Administration|Shevchenkivskyi district|National Police|Ruscists’ missiles|State Emergency Service|search and rescue operations|President Volodymyr Zelenskyy|Ukraine’s Air Force
